date,ndvi,evi,red,nir,blue,mir
2000-10-15,0.365295460859194,0.220981257645001,0.111894694872652,0.233946822206083,0.064580106907113,0.226400944649906
2000-10-21,0.37409688589362905,0.23453494879036565,0.11237163767261167,0.24496255484650878,0.07054532406216199,0.22122346282336844
2000-10-27,0.3938875377482366,0.2598725937146358,0.1112409622693289,0.2619579300264877,0.07528668134557456,0.21380645982131496
2000-11-02,0.42648589601610293,0.29965534831520635,0.10831237295698622,0.2861079489636935,0.07823484428595609,0.20395123649009067
2000-11-08,0.47260218350032934,0.35515320768270603,0.10352369179839634,0.3178942017741009,0.07895274882437292,0.19167965873869341
2000-11-14,0.5306187407641799,0.4246706832048077,0.09707878024916958,0.35633199881310096,0.07731072482801925,0.17745937053634037
2000-11-21,0.5967147913812151,0.5036085510254732,0.0894276182259448,0.39902925177664844,0.07354234415034622,0.1621362638207481
2000-11-27,0.6651962194758281,0.5848864270733645,0.08123667566286298,0.44240903154619177,0.06823856979330911,0.14684401141048103
2000-12-03,0.7293591244805184,0.6600923599575469,0.07330310627809536,0.4822820290602561,0.062249542822957,0.13282486581413197
2000-12-09,0.7825236021829289,0.7208710488305187,0.06644911287378416,0.5145277732264604,0.05654351598796634,0.12123265956334842
2000-12-15,0.8191417229705451,0.7604157265547651,0.06140457065523071,0.5358175466476227,0.05203539141279634,0.11293800987508722
2000-12-22,0.8358009939775857,0.7748042970794984,0.05869112513050826,0.5442501761637007,0.0494069924916686,0.10837434631542692
2000-12-28,0.8316618160020145,0.7635457647477194,0.058554995883485214,0.5395958782169152,0.04899363057568795,0.10750465636986029
2001-01-03,0.8084111026604361,0.7294529223308609,0.06094622296149683,0.5232148244169779,0.050744546995138175,0.10987763870544076
2001-01-09,0.7698309684738202,0.6779802627848236,0.06553702184742027,0.4977217525077458,0.05424726692631404,0.11475018170579324
2001-01-15,0.7209948935606467,0.6160446949920498,0.071780765101067,0.4664111994139621,0.05882121268548136,0.12126749107487562
2001-01-21,0.6672663837096635,0.5506062476024197,0.07900789918405153,0.43258806888389373,0.06367218203613158,0.12864642020175796
2001-01-28,0.613526308348935,0.48760312814105455,0.08651599768288241,0.39908537311110615,0.06803839968170146,0.13628721627675403
2001-02-03,0.563679076152823,0.43131183073733287,0.09364614584980943,0.36799528550707156,0.07131042009790925,0.14381057133491432
2001-02-09,0.5204597183703794,0.38416380927837396,0.09984164860871392,0.3406237653474741,0.07311594365924114,0.1510204185968703
2001-02-15,0.4856355520518031,0.34714344610003467,0.10466975283599628,0.31770823866116277,0.0733338621068568,0.15779799754644994
2001-02-21,0.46039099687944673,0.32057208845961077,0.10785302650604524,0.29979996151419147,0.07207619381460215,0.16391451487020098
2001-02-28,0.445711446516946,0.304612431025669,0.109192892489924,0.287436407004264,0.0695601132749626,0.169053416214151
